Year,Day,Hour,Solar,Rain,Wind,Tair,Tsoil,D
2018,1,0,-0.9,0,2,26.1,26.1,0.784400259
2018,1,0.5,-0.9,0,2.1,25.8,25.8,0.703848401
2018,1,1,-1,0,2.2,26,26,0.714085278
2018,1,1.5,-0.9,0,2.1,25.9,25.9,0.714110562
2018,1,2,-1,0,1.8,26.2,26.2,0.746696704
2018,1,2.5,-0.9,0,1.6,26.3,26.3,0.721510382
2018,1,3,-0.9,0,2,26.3,26.3,0.705324592
2018,1,3.5,-1,0,2.2,25.9,25.9,0.686401592
2018,1,4,-1,0,1.9,25.9,25.9,0.731456306
2018,1,4.5,-1,0,1.6,26.3,26.3,0.767386488
2018,1,5,-1,0,1.9,26.3,26.3,0.729716351
2018,1,5.5,-0.8,0,1.9,25.5,25.5,0.637996582
2018,1,6,0.6,0,1.9,25.6,25.6,0.754672741
2018,1,6.5,32.3,0,1.7,26,26,0.786400439
2018,1,7,91.9,0,1,26.6,26.6,0.874935854
2018,1,7.5,182.3,0,0.3,28.2,28.2,1.154232988
2018,1,8,274.3,0,1,28.3,28.3,1.139348738
2018,1,8.5,365.2,0,1.2,28.1,28.1,1.068983775
2018,1,9,475.7,0,1.4,28.5,28.5,1.111254834
2018,1,9.5,590.9,0,2.8,28.2,28.2,1.053387715
2018,1,10,692,0,3.6,28.5,28.5,1.12907041
2018,1,10.5,745.7,0,3.4,28.8,28.8,1.223620051
2018,1,11,794.8,0,4.2,28.9,28.9,1.226266332
2018,1,11.5,850.2,0,4.1,28.9,28.9,1.136365003
2018,1,12,824.4,0,4.2,28.9,28.9,1.183108204
2018,1,12.5,941.3,0,4.5,29.1,29.1,1.203448567
2018,1,13,906.1,0,3.6,29.3,29.3,1.239035402
2018,1,13.5,572.1,0,3.6,29,29,1.14738695
2018,1,14,668.5,0,2.5,28.6,28.6,1.072553396
2018,1,14.5,575.1,0,3.2,29,29,1.165133077
2018,1,15,674.2,0,4.2,29.1,29.1,1.202787031
2018,1,15.5,509.3,0,4.3,29.1,29.1,1.189167626
2018,1,16,466.6,0,4,29,29,1.138815142
2018,1,16.5,412.5,0,3.3,28.9,28.9,1.066623178
2018,1,17,317,0,2.9,28.9,28.9,1.080181279
2018,1,17.5,222.9,0,2.8,28.8,28.8,1.080068736
2018,1,18,52,0,3.1,28.5,28.5,1.015587181
2018,1,18.5,30.1,0,2.3,28.1,28.1,0.967074846
2018,1,19,8.9,0,1.2,27.7,27.7,0.874356581
2018,1,19.5,-0.8,0,0.8,27.5,27.5,0.870135743
2018,1,20,-0.9,0,1.2,27,27,0.847693151
2018,1,20.5,-0.9,0,1.4,26.5,26.5,0.839884774
2018,1,21,-0.9,0,1.1,26.8,26.8,1.003903056
2018,1,21.5,-0.9,0,1,27,27,1.023078763
2018,1,22,-0.9,0,1.5,26.9,26.9,0.970625984
2018,1,22.5,-1,0,1.9,26.4,26.4,0.872868929
2018,1,23,-0.9,0,1.6,26.4,26.4,0.903714849
2018,1,23.5,-0.9,0,2,26.9,26.9,0.944517728
2018,2,0,-0.9,0,1.9,26.8,26.8,0.890406298
2018,2,0.5,-1,0,1.5,27,27,0.868386904
2018,2,1,-0.9,0,1.4,27.1,27.1,0.899762385
2018,2,1.5,-0.9,0,1.5,26.9,26.9,1.026199677
2018,2,2,-0.9,0,1.5,27,27,1.12324125
2018,2,2.5,-0.9,0,1.2,27.4,27.4,1.121848377
2018,2,3,-0.8,0,1.4,26.7,26.7,0.87305204
2018,2,3.5,-0.9,0,1.3,26.9,26.9,0.901221308
2018,2,4,-0.9,0,1.2,26.8,26.8,0.866786866
2018,2,4.5,-1,0,1.5,27,27,0.893172536
2018,2,5,-1,0,1.1,26.9,26.9,0.882503375
2018,2,5.5,-1,0,1.7,26.7,26.7,0.911515254
2018,2,6,0.3,0,2.1,27.1,27.1,1.04140899
2018,2,6.5,24.3,0,1,27,27,1.016315589
2018,2,7,94.9,0,1,27.3,27.3,1.0453822
2018,2,7.5,169.2,0,0.6,28.3,28.3,1.151895281
2018,2,8,248.1,0,1,28.4,28.4,1.063451316
2018,2,8.5,247.8,0,0.9,28.8,28.8,1.056877824
2018,2,9,360.8,0,1.3,29.1,29.1,1.1283953
2018,2,9.5,260.8,0,2.2,28.8,28.8,1.085868881
2018,2,10,351.3,0,1.1,28.5,28.5,1.020767875
2018,2,10.5,651,0,1.5,29.2,29.2,1.167076943
2018,2,11,755.5,0,3.2,29.9,29.9,1.210510851
2018,2,11.5,609,0,4,29.9,29.9,1.14995084
2018,2,12,684.1,0,3.8,30,30,1.140016271
2018,2,12.5,432.9,0,3.8,29.7,29.7,1.075568353
2018,2,13,799.8,0,3.7,29.8,29.8,1.068126201
2018,2,13.5,845.2,0,4.8,29.8,29.8,1.058288073
2018,2,14,833.8,0,3.6,30.1,30.1,1.142065341
2018,2,14.5,646.1,0,3.2,30.1,30.1,1.151273215
2018,2,15,528.3,0,3.6,30.3,30.3,1.228264162
2018,2,15.5,602.7,0,3.8,30.2,30.2,1.177537683
2018,2,16,532.6,0,4.2,30.2,30.2,1.194483896
2018,2,16.5,435,0,3.5,30.1,30.1,1.183127768
2018,2,17,334.4,0,2.7,30.1,30.1,1.148392284
2018,2,17.5,207.3,0,1.7,29.9,29.9,1.107966908
2018,2,18,57.3,0,1.3,29.5,29.5,1.050963833
2018,2,18.5,39.1,0,1.1,28.9,28.9,0.898660014
2018,2,19,9.8,0,0.8,28.6,28.6,0.847499272
2018,2,19.5,-0.8,0,1.2,28.3,28.3,0.803581153
2018,2,20,-0.9,0,1.3,28.1,28.1,0.835806839
2018,2,20.5,-0.9,0,1.1,28.2,28.2,0.892144328
2018,2,21,-0.8,0,1.4,28.1,28.1,0.798161077
2018,2,21.5,-0.9,0,1.4,28.2,28.2,0.752530499
2018,2,22,-0.8,0,1.6,28.1,28.1,0.737210445
2018,2,22.5,-0.9,0,1.2,28.1,28.1,0.762834623
2018,2,23,-0.8,0,1.6,28.3,28.3,0.813818209
2018,2,23.5,-0.9,0,1.5,28.7,28.7,0.889784748
2018,3,0,-0.8,0,1,28.4,28.4,0.803697279
2018,3,0.5,-0.9,0,1.2,28,28,0.726235706
2018,3,1,-0.9,0,0.9,28.2,28.2,0.747632635
2018,3,1.5,-0.8,0,1.6,28,28,0.706591695
2018,3,2,-0.9,0,1,28,28,0.708486135
2018,3,2.5,-0.9,0,1.3,28,28,0.712801977
2018,3,3,-0.9,0,1.2,27.8,27.8,0.672067132
2018,3,3.5,-0.9,0.4,1.5,27.7,27.7,0.882436314
2018,3,4,-1,0,2,26.6,26.6,0.749215702
2018,3,4.5,-1,0,2,25.7,25.7,0.506234692
2018,3,5,-0.9,0,1.5,25.8,25.8,0.463260096
2018,3,5.5,-1,0,2.3,25.9,25.9,0.474552821
2018,3,6,-0.9,0,1.7,26.1,26.1,0.52423261
2018,3,6.5,6.2,0,1.6,25.4,25.4,0.422825407
2018,3,7,31.3,0,1.5,25.8,25.8,0.529407104
2018,3,7.5,76.5,0,1.9,26.1,26.1,0.679606207
2018,3,8,117.3,0,1.5,26.6,26.6,0.922506297
2018,3,8.5,168.7,0,1.2,26.7,26.7,0.936544824
2018,3,9,200.9,0,1.7,27.2,27.2,0.859226748
2018,3,9.5,325.9,0,0.5,27.7,27.7,0.845217151
2018,3,10,565.1,0,4,28,28,0.92976684
2018,3,10.5,668.2,0,1.6,29.3,29.3,1.229995798
2018,3,11,790,0,1.1,31.1,31.1,1.976119507
2018,3,11.5,791.5,0,2.9,30.9,30.9,1.698021191
2018,3,12,818.7,0,2.5,31.2,31.2,1.998399155
2018,3,12.5,827.5,0,2,31.7,31.7,2.238343724
2018,3,13,840.3,0,1.2,32.4,32.4,2.340024672
2018,3,13.5,847.2,0,3.1,32.5,32.5,2.450140251
2018,3,14,820.7,0,3.7,31.3,31.3,2.172104604
2018,3,14.5,768.2,0,4.5,30.7,30.7,1.630987257
2018,3,15,712.8,0,4.1,30.7,30.7,1.624741304
2018,3,15.5,679,0,3.2,30.8,30.8,1.63628011
2018,3,16,398,0,1.9,30.7,30.7,1.681074892
2018,3,16.5,260.1,0,1.1,30.5,30.5,1.540557025
2018,3,17,132,0,1.4,29.9,29.9,1.3414843
2018,3,17.5,138.1,0,1.5,29.2,29.2,1.186816667
2018,3,18,63.8,0,1.2,28.8,28.8,1.106790968
2018,3,18.5,21.2,0,0.9,28.6,28.6,1.050633286
2018,3,19,5.2,0,1,28,28,0.917907945
2018,3,19.5,-0.7,0,1.2,27.8,27.8,0.934517097
2018,3,20,-0.9,0,1.1,27.7,27.7,0.960923739
2018,3,20.5,-0.9,0,1.2,27.9,27.9,1.038396627
2018,3,21,-0.9,0,1,28.4,28.4,1.165205946
2018,3,21.5,-0.9,0,1.1,27.8,27.8,1.123782672
2018,3,22,-0.9,0,1.2,28.2,28.2,1.213111588
2018,3,22.5,-0.9,0,1.6,28.6,28.6,1.316048349
2018,3,23,-0.9,0,1.2,28.4,28.4,1.348893924
2018,3,23.5,-0.9,0,1.2,28.2,28.2,1.337509551
2018,4,0,-0.8,0,1.3,28,28,1.346084371
2018,4,0.5,-1,0,1.5,28,28,1.417937856
2018,4,1,-0.9,0,1.1,27.9,27.9,1.337749791
2018,4,1.5,-0.9,0,1.3,27.9,27.9,1.300483579
2018,4,2,-0.9,0,1.2,28.2,28.2,1.450633264
2018,4,2.5,-0.9,0,1.3,28.2,28.2,1.209550838
2018,4,3,-1,0,1.3,27.7,27.7,1.017679875
2018,4,3.5,-1,0,1.4,27.8,27.8,1.095880076
2018,4,4,-1,0,1.1,28,28,0.949738469
2018,4,4.5,-0.9,0,1.3,27.5,27.5,0.96894949
2018,4,5,-0.9,0,1.1,27.6,27.6,0.985842276
2018,4,5.5,-0.9,0,1.2,27.8,27.8,0.847377293
2018,4,6,0.3,0,1.3,27.4,27.4,0.755945753
2018,4,6.5,28,0,1.3,27.5,27.5,0.743897658
2018,4,7,83.6,0,1,28.2,28.2,0.848597286
2018,4,7.5,138,0,0.6,28.3,28.3,0.879943543
2018,4,8,268.2,0,0.6,28.8,28.8,1.03943175
2018,4,8.5,358.3,0,0.9,29.4,29.4,1.164857423
2018,4,9,448.4,0,1.5,29.5,29.5,1.087938773
2018,4,9.5,532.3,0,2,29.7,29.7,1.17498236
2018,4,10,609.7,0,2.3,30.9,30.9,1.47837695
2018,4,10.5,682.6,0,3.2,31.6,31.6,1.804318522
2018,4,11,758.9,0,5.3,30.8,30.8,1.494411723
2018,4,11.5,793.1,0,5.4,30,30,1.308457811
2018,4,12,821.8,0,4.8,29.8,29.8,1.34298841
2018,4,12.5,846.4,0,4.9,30.2,30.2,1.712137315
2018,4,13,848.1,0,4.7,30.5,30.5,1.675070465
2018,4,13.5,837.3,0,3.9,30.5,30.5,1.880365501
2018,4,14,814.7,0,2.7,30.9,30.9,2.061714026
2018,4,14.5,774.8,0,2.4,31.3,31.3,2.26542495
2018,4,15,719.7,0,2.3,31.6,31.6,2.235084429
2018,4,15.5,657,0,3.7,31,31,1.672762077
2018,4,16,411.6,0,3.9,30.6,30.6,1.475804365
2018,4,16.5,81.2,0,3.1,29.2,29.2,0.961464127
2018,4,17,100.3,0,2.3,28.7,28.7,0.779634135
2018,4,17.5,76.7,0,1.8,28.7,28.7,0.766161182
2018,4,18,42.2,0,0.8,28.8,28.8,0.774708031
2018,4,18.5,10.8,0,0.5,28.7,28.7,0.779341263
2018,4,19,1.4,0,0.8,28.5,28.5,0.726606201
2018,4,19.5,-0.9,1.8,3,27.8,27.8,0.768489483
2018,4,20,-1,11.8,2.7,23.9,23.9,0.471003731
2018,4,20.5,-1,0.2,2.7,23.9,23.9,0.514479476
2018,4,21,-1.1,0,1.8,24,24,0.547045984
2018,4,21.5,-1.1,0.2,2.5,25.1,25.1,0.741699462
2018,4,22,-1,0,1.2,25.1,25.1,0.699775188
2018,4,22.5,-1,0,1.9,24.7,24.7,0.59641959
2018,4,23,-1,0,2.1,24.9,24.9,0.639907543
2018,4,23.5,-1,0,2.1,24.5,24.5,0.54805322
2018,5,0,-1.1,0,1.9,25.4,25.4,0.757677743
2018,5,0.5,-1,0,1,25.2,25.2,0.72341373
2018,5,1,-1,0,1.7,26.4,26.4,0.979830728
2018,5,1.5,-1,0,1.2,26,26,0.811312526
2018,5,2,-1,0,1.4,25.5,25.5,0.727762252
2018,5,2.5,-1,0,1.6,25,25,0.623675121
2018,5,3,-1,0,1.4,25.1,25.1,0.692790606
2018,5,3.5,-1.1,0,1.9,25.4,25.4,0.814677819
2018,5,4,-0.9,0,1.8,26.3,26.3,1.076574279
2018,5,4.5,-0.9,0,0.9,25.9,25.9,0.960350963
2018,5,5,-1,0,2,26.3,26.3,1.006513019
2018,5,5.5,-0.9,0,1.7,26.6,26.6,1.050016048
2018,5,6,-0.5,0,0.6,26,26,0.878185067
2018,5,6.5,9.7,0,1.4,25.5,25.5,0.709125209
2018,5,7,28.3,0,1.3,26,26,0.830343239
2018,5,7.5,69.8,0,1.4,26.3,26.3,0.861900335
2018,5,8,103.3,0,1.1,26.6,26.6,0.904537927
2018,5,8.5,171.3,0,0.6,26.8,26.8,0.848162056
2018,5,9,231.7,0,0.4,27.2,27.2,0.874207302
2018,5,9.5,339.2,0,0.7,28,28,1.07306204
2018,5,10,379.9,0,1.3,28,28,1.015758975
2018,5,10.5,486.7,0,1.1,28.4,28.4,1.020166001
2018,5,11,688.4,0,1.6,29,29,1.091419168
2018,5,11.5,744.2,0,4.1,28.3,28.3,1.028998013
2018,5,12,298.3,0.2,2.6,25.8,25.8,0.609195441
2018,5,12.5,352.9,0,2.4,25.4,25.4,0.536680236
2018,5,13,218.5,0,1.7,25.5,25.5,0.6486451
2018,5,13.5,241.3,0,0.6,25.8,25.8,0.669912088
2018,5,14,224.5,0,0.7,26.2,26.2,0.67406776
2018,5,14.5,410.8,0,1,26.9,26.9,1.029037539
2018,5,15,490.2,0,1,28.1,28.1,1.397619559
2018,5,15.5,165.5,0,1.2,27.5,27.5,1.167889367
2018,5,16,107.6,0,1.3,27.5,27.5,1.066928345
2018,5,16.5,113.6,0,1.2,27.6,27.6,0.962777519
2018,5,17,82.2,0,0.8,27.7,27.7,0.952445692
2018,5,17.5,67.6,0,0.8,27.5,27.5,0.938608519
2018,5,18,73.1,0,0.8,27.4,27.4,0.893035993
2018,5,18.5,35.8,0,1.3,26.9,26.9,0.808265494
2018,5,19,7.7,0,1.7,26.9,26.9,0.82505264
2018,5,19.5,-0.8,0.2,2,26.8,26.8,0.848535827
2018,5,20,-1,1.6,1.8,24.5,24.5,0.451858417
2018,5,20.5,-1,0.2,2,24.5,24.5,0.496665132
2018,5,21,-0.9,0.2,2.2,24.9,24.9,0.500990984
2018,5,21.5,-1,0,2.8,24.8,24.8,0.488811656
2018,5,22,-1,0.2,2.2,24.6,24.6,0.463087812
2018,5,22.5,-0.9,4.8,3,24.4,24.4,0.392589918
2018,5,23,-1,21.8,4,23,23,0.342181924
2018,5,23.5,-1,2,1.8,23.1,23.1,0.349518953
2018,6,0,-1.1,2.6,2.4,23.2,23.2,0.307393169
2018,6,0.5,-0.9,0.6,1.5,24,24,0.34899834
2018,6,1,-0.9,0,1.3,24.2,24.2,0.377025038
2018,6,1.5,-0.9,0,1.1,24.2,24.2,0.38928004
2018,6,2,-0.9,0,1.1,24.1,24.1,0.382387237
2018,6,2.5,-1,0,2.2,24,24,0.412469376
2018,6,3,-0.8,0,1.7,24.4,24.4,0.479993471
2018,6,3.5,-1,0,2,24.6,24.6,0.495818303
2018,6,4,-1,0.2,1.7,24.6,24.6,0.46097286
2018,6,4.5,-1.1,0,1.3,24.8,24.8,0.475245019
2018,6,5,-1.1,0,1.5,25,25,0.522502082
2018,6,5.5,-0.9,0,1.5,25.2,25.2,0.56876555
2018,6,6,-0.5,0,1.8,25,25,0.472528604
2018,6,6.5,8.1,0,1.9,25.2,25.2,0.498432417
2018,6,7,18.1,0,2.4,25.2,25.2,0.400638501
2018,6,7.5,10.6,11.4,2.9,24.9,24.9,0.354336373
2018,6,8,19.6,11.4,2,23.9,23.9,0.254578176
2018,6,8.5,52.2,0,2.1,23.8,23.8,0.347488486
2018,6,9,73.4,0,2.2,24.8,24.8,0.652368377
2018,6,9.5,187.8,0,1.6,25.2,25.2,0.669106859
2018,6,10,409.6,0,1.7,25.9,25.9,0.785471268
2018,6,10.5,595.6,0,2.1,27.1,27.1,1.085559824
2018,6,11,726.3,0,2.4,27.5,27.5,1.28721419
2018,6,11.5,731.5,0,1.9,27.7,27.7,1.091265547
2018,6,12,800.6,0,2,27.7,27.7,1.093437673
2018,6,12.5,854.4,0,2.4,28,28,1.175779515
2018,6,13,829.7,0,2.2,28.2,28.2,1.23632458
2018,6,13.5,448.6,0,1.9,27.9,27.9,1.201604981
2018,6,14,436.6,0,2.2,28,28,1.191242398
2018,6,14.5,236.4,0,1.7,27.6,27.6,1.033859661
2018,6,15,376.1,0,1.3,27.5,27.5,1.026505084
2018,6,15.5,345.8,0,1.3,27.8,27.8,1.035863211
2018,6,16,154.5,0.6,2.5,27.2,27.2,1.051287792
2018,6,16.5,98.8,2.2,3.1,23.3,23.3,0.691629889
2018,6,17,162.5,1.2,3.5,22.7,22.7,0.669021189
2018,6,17.5,107.1,0,2.5,24.2,24.2,0.603410177
2018,6,18,68.9,0,2.8,26,26,0.840689626
2018,6,18.5,20.3,0,2.4,25.9,25.9,0.825763472
2018,6,19,6.9,0,2.6,25.8,25.8,0.768149949
2018,6,19.5,-0.8,0,2.5,25.7,25.7,0.754832407
2018,6,20,-1,0,1.4,25.5,25.5,0.685723976
2018,6,20.5,-1,0,1.6,25.6,25.6,0.817205642
2018,6,21,-0.9,0,2.3,25.9,25.9,0.9226725
2018,6,21.5,-0.8,0,2.1,26.6,26.6,0.922900006
2018,6,22,-1,0,1.5,26.6,26.6,0.896508912
2018,6,22.5,-0.9,0,1.5,26.5,26.5,0.888165444
2018,6,23,-0.9,0,1.9,26.4,26.4,0.877017042
2018,6,23.5,-0.9,0,1.4,26.1,26.1,0.840173028
2018,7,0,-0.9,0,1.7,26.5,26.5,0.884395958
2018,7,0.5,-0.9,0,1.4,26.8,26.8,0.881432057
2018,7,1,-1,0,1.6,26.7,26.7,0.817104172
2018,7,1.5,-0.8,0,1.8,26.5,26.5,0.847018229
2018,7,2,-1,3.6,2.4,26,26,0.750032774
2018,7,2.5,-1,3.4,2.1,24,24,0.460040107
2018,7,3,-1,0.4,2.3,24.5,24.5,0.416196685
2018,7,3.5,-0.9,0.2,2.8,25.4,25.4,0.520628139
2018,7,4,-0.9,0,1.2,26,26,0.643719618
2018,7,4.5,-0.9,0,1.5,26,26,0.716051922
2018,7,5,-0.9,0,1.8,26.4,26.4,0.841873816
2018,7,5.5,-0.9,0,1.5,26.3,26.3,0.871941296
2018,7,6,0.3,0,1.6,26.4,26.4,0.88301904
2018,7,6.5,26.3,0,2.2,26.4,26.4,0.82229267
2018,7,7,94.1,0,2,26.6,26.6,0.816249085
2018,7,7.5,193.4,0,2.3,27.1,27.1,0.894844882
2018,7,8,188.3,0,2.4,27.2,27.2,0.922374588
2018,7,8.5,147.2,0,2.6,27.2,27.2,0.895026603
2018,7,9,343.2,0.2,1.9,26.1,26.1,0.609225209
2018,7,9.5,429.3,0,2.9,27.7,27.7,0.952464885
2018,7,10,503.4,0,2.9,27.9,27.9,1.045617317
2018,7,10.5,480.5,0,2.9,27.8,27.8,1.038580562
2018,7,11,562,0,3.1,28,28,1.1217503
2018,7,11.5,699.7,0,2.9,28.2,28.2,1.165202033
2018,7,12,444,0.4,1.6,27.5,27.5,0.964139834
2018,7,12.5,835.7,0,2.6,28.1,28.1,1.078280751
2018,7,13,426.2,0,3.5,27.4,27.4,0.946295727
2018,7,13.5,462,0,2,26.9,26.9,0.764772559
2018,7,14,340.9,0,3.1,27.2,27.2,0.879417318
2018,7,14.5,314.1,0,2.9,27.2,27.2,1.007900963
2018,7,15,228,0,2.4,27.1,27.1,0.991009854
2018,7,15.5,334.5,0,3.2,27.3,27.3,1.003492878
2018,7,16,197.5,0,3.2,27,27,0.994372493
2018,7,16.5,201.1,0,2.3,27.2,27.2,1.016794412
2018,7,17,87.6,0,3,26.9,26.9,0.848052236
2018,7,17.5,42.1,0,2.1,26.7,26.7,0.893040118
2018,7,18,26.7,0,2.2,26.7,26.7,0.920850978
2018,7,18.5,13.8,0,2.9,26.5,26.5,0.921171346
2018,7,19,3.3,0,1.7,26.5,26.5,1.112064039
2018,7,19.5,-0.7,0,2.2,25.7,25.7,0.983704221
2018,7,20,-0.9,0,1.6,26.4,26.4,1.017558921
2018,7,20.5,-0.9,0.8,2.2,25.7,25.7,0.765010532
2018,7,21,-0.9,0,1.4,24.8,24.8,0.487160175
2018,7,21.5,-0.9,0,2,25.4,25.4,0.606412012
2018,7,22,-0.9,0.2,1.3,26,26,0.685188527
2018,7,22.5,-1,0,2.3,26.1,26.1,0.84265654
2018,7,23,-0.9,0,2.1,26.1,26.1,0.855420773
2018,7,23.5,-0.9,0,2.1,26.2,26.2,0.896907461
2018,8,0,-0.8,0,1.7,26.3,26.3,0.875565082
2018,8,0.5,-0.9,0,1.6,26.4,26.4,0.935251428
2018,8,1,-0.9,0,1.5,26.3,26.3,0.929638425
2018,8,1.5,-1,0,1.8,25.9,25.9,0.825549057
2018,8,2,-0.9,0,1.6,25.9,25.9,0.841191394
2018,8,2.5,-0.8,0,2,26,26,0.836597025
2018,8,3,-0.9,0,1.6,25.8,25.8,0.850214334
2018,8,3.5,-0.9,0,1.7,26.1,26.1,0.93829419
2018,8,4,-1,0,1.9,25.9,25.9,0.91001554
2018,8,4.5,-1,0,1.4,26.2,26.2,0.947816619
2018,8,5,-1,0,1.1,26.1,26.1,0.959714988
2018,8,5.5,-0.9,0,1.6,26.1,26.1,0.963917978
2018,8,6,1.2,0,1.8,26.1,26.1,0.950357438
2018,8,6.5,46.3,0,1.8,26.2,26.2,0.928083704
2018,8,7,121.1,0,1.7,26.6,26.6,1.012946911
2018,8,7.5,158.1,0,1,26.9,26.9,1.029078122
2018,8,8,185.1,0,1.9,26.8,26.8,0.966689164
2018,8,8.5,344.8,0,3.1,27.5,27.5,1.082298266
2018,8,9,346.3,0,3.3,27.5,27.5,1.040578371
2018,8,9.5,288.5,0,2.8,27.2,27.2,0.972977909
2018,8,10,569.2,0,3.3,27.5,27.5,0.97665949
2018,8,10.5,699.2,0,3.4,27.9,27.9,1.113380367
2018,8,11,771.6,0,3.4,28.3,28.3,1.235720816
2018,8,11.5,571.3,0,3,28,28,1.159499797
2018,8,12,504,0,2.8,27.8,27.8,1.053068622
2018,8,12.5,698.2,0,3.2,27.7,27.7,0.967154527
2018,8,13,953.4,0,2.6,28.1,28.1,1.057830048
2018,8,13.5,852.9,0,3.3,28.1,28.1,1.117620181
2018,8,14,654,0,2.6,28,28,1.024037802
2018,8,14.5,671.5,0,2.7,27.9,27.9,1.102394632
2018,8,15,609.9,0,2.7,28,28,1.204300383
2018,8,15.5,431.4,0,2.3,28,28,1.131598371
2018,8,16,373.3,0,2.2,27.9,27.9,1.155946428
2018,8,16.5,227.4,0,2.8,27.6,27.6,1.094462146
2018,8,17,119.3,0,1.8,27.5,27.5,1.028332221
2018,8,17.5,54.9,0,1.4,27.2,27.2,0.954521785
2018,8,18,46.6,0,1.9,27.2,27.2,0.96954879
2018,8,18.5,18.5,0,1.6,27.2,27.2,0.957081732
2018,8,19,8.4,0,1.5,27.1,27.1,0.94449587
2018,8,19.5,-0.3,0,1.6,27.1,27.1,0.965347846
2018,8,20,-0.8,0,1.5,27.1,27.1,0.949283474
2018,8,20.5,-0.9,0,2.1,26.9,26.9,0.896136059
2018,8,21,-0.9,0.2,1.9,26.7,26.7,0.942151988
2018,8,21.5,-0.9,11,3.1,24.5,24.5,0.415714299
2018,8,22,-0.9,0,1.8,24.9,24.9,0.422301536
2018,8,22.5,-1,0,1.7,25.6,25.6,0.54737891
2018,8,23,-0.9,0,1.4,25.9,25.9,0.591446873
2018,8,23.5,-0.9,0,1.5,26.1,26.1,0.64170924
2018,9,0,-0.9,0,1,26.1,26.1,0.669495984
2018,9,0.5,-0.9,1.6,1.7,25.7,25.7,0.599391565
2018,9,1,-0.9,0,1.3,25.5,25.5,0.540330953
2018,9,1.5,-0.9,1.4,2.4,25.3,25.3,0.583569277
2018,9,2,-1,0,1.4,24.8,24.8,0.452407421
2018,9,2.5,-1,0,1.5,25.2,25.2,0.532345317
2018,9,3,-1,0,1.3,25.5,25.5,0.64275167
2018,9,3.5,-1.1,0,1.6,25.7,25.7,0.688295638
2018,9,4,-1,0,1.4,25.9,25.9,0.659249799
2018,9,4.5,-1,0,1.4,25.6,25.6,0.523240612
2018,9,5,-1,1,2.1,25.7,25.7,0.573655437
2018,9,5.5,-1,0.8,1.7,25.3,25.3,0.51645941
2018,9,6,0,0,1.9,25.2,25.2,0.500413596
2018,9,6.5,10.3,0,2,25.3,25.3,0.516873551
2018,9,7,52.1,0,2.6,25.7,25.7,0.626597006
2018,9,7.5,110.6,0,2.2,26,26,0.655337814
2018,9,8,272.4,0,2.2,26.3,26.3,0.68437129
2018,9,8.5,338.3,0,1.7,26.8,26.8,0.775683488
2018,9,9,285.4,0,1.6,27,27,0.847879927
2018,9,9.5,468.5,0,2.5,27.3,27.3,0.87352213
2018,9,10,729.7,0,2.2,28,28,0.969717743
2018,9,10.5,795.8,0,2.2,28.4,28.4,1.077169589
2018,9,11,770,0,2,28.5,28.5,1.104949288
2018,9,11.5,687.6,0,3.3,28.1,28.1,1.113113969
2018,9,12,608.8,0,2.2,26.6,26.6,0.863425162
2018,9,12.5,772,0,2.2,27.5,27.5,0.947328639
2018,9,13,896.8,0,2,28.4,28.4,1.097651558
2018,9,13.5,746,0,2.9,28.4,28.4,1.207594073
2018,9,14,670.6,0,2.9,28.5,28.5,1.164611804
2018,9,14.5,611.8,0,2.7,28.5,28.5,1.198227571
2018,9,15,647.3,0,2.6,28.5,28.5,1.175097961
2018,9,15.5,490.3,0,1.5,28.4,28.4,1.153226637
2018,9,16,399.5,0,1.3,28.4,28.4,1.182293341
2018,9,16.5,284.9,0,2,28,28,1.149155225
2018,9,17,109.2,0,1.8,27.6,27.6,1.036931639
2018,9,17.5,73.4,0,1.4,27.5,27.5,0.949729865
2018,9,18,49.4,0,1.7,27.4,27.4,0.911522001
2018,9,18.5,22,0,1.7,27.4,27.4,0.891880245
2018,9,19,6.1,0,1.5,27.3,27.3,0.879244023
2018,9,19.5,-0.5,0,1.5,27.3,27.3,0.859717084
2018,9,20,-0.8,0,1.6,27.3,27.3,0.80452204
2018,9,20.5,-0.9,0.8,1.5,27.3,27.3,0.82388904
2018,9,21,-0.9,0,1.8,26.6,26.6,0.623170986
2018,9,21.5,-0.9,5.2,2.1,25.9,25.9,0.462453872
2018,9,22,-0.9,0,1.5,25.8,25.8,0.453286139
2018,9,22.5,-0.9,3,2.2,25.4,25.4,0.382362302
2018,9,23,-1,7.4,2.3,24.9,24.9,0.309536016
2018,9,23.5,-0.9,0.2,1.4,25.3,25.3,0.328906179
2018,10,0,-1,0,2.6,25.8,25.8,0.413282688
2018,10,0.5,-0.9,1.8,1.9,26,26,0.421376245
2018,10,1,-0.9,5.6,3.6,25.3,25.3,0.430900466
2018,10,1.5,-1,9.6,3.6,24.1,24.1,0.383465317
2018,10,2,-1,0.8,2.6,24.9,24.9,0.516979282
2018,10,2.5,-0.9,0,1.8,25.3,25.3,0.538235189
2018,10,3,-0.9,0,1.4,25.6,25.6,0.510478305
2018,10,3.5,-1,0.2,1.6,25.4,25.4,0.448969446
2018,10,4,-1,0.2,3.7,24.8,24.8,0.327118926
2018,10,4.5,-1,1.2,1.7,24.4,24.4,0.272618619
