Year,Day,Hour,Solar,Rain,Wind,Tair,Tsoil,D,Jmax_optional,Vmax_optional,Lai_optional,Swc_optional
1971,178,19,98.09394073,0,0.724598584,12.60617644,12.60617644,0.385038191,,,,
1971,178,20,0,0,0.077794322,12.74819436,12.74819436,0.568632505,,,,
1971,178,21,0,0,0.01,9.17612492,9.17612492,0.502004176,,,,
1971,178,22,0,0,0.01,7.104798901,7.104798901,0.232036304,,,,
1971,178,23,0,0,0.01,7.31109362,7.31109362,0.143869449,,,,
1971,179,0,0,0,0.01,5.909398762,5.909398762,0.135704213,,,,
1971,179,1,0,0,2.076989143,6.229773075,6.229773075,0.235805189,,,,
1971,179,2,0,0,2.496210436,6.090733667,6.090733667,0.255946612,,,,
1971,179,3,0,0,4.412149644,5.587336678,5.587336678,0.435149234,,,,
1971,179,4,0,0,3.682599876,6.662337856,6.662337856,0.612103153,,,,
1971,179,5,0,0,2.682911054,10.01970088,10.01970088,0.75038787,,,,
1971,179,6,88.06411414,0,2.713322305,13.20483642,13.20483642,0.807461049,,,,
1971,179,7,189.5506287,0,2.504879173,16.14105011,16.14105011,1.157295287,,,,
1971,179,8,436.4141846,0,2.598067474,22.52164858,22.52164858,2.251035927,,,,
1971,179,9,652.8330536,0,2.278802536,23.95228069,23.95228069,2.66917156,,,,
1971,179,10,129.2826347,0,2.147477591,22.5570884,22.5570884,2.497496652,,,,
1971,179,11,123.7052736,0,2.028489752,23.33268272,23.33268272,2.63134677,,,,
1971,179,12,910.0412903,0,3.465997821,24.60047371,24.60047371,2.857228231,,,,
1971,179,13,989.0858884,0,4.221264247,23.06984858,23.06984858,2.506290111,,,,
1971,179,14,945.3346615,0,4.488361295,23.62409559,23.62409559,2.709296479,,,,
1971,179,15,325.34198,0,2.944420844,18.0160022,18.0160022,1.384808501,,,,
1971,179,16,360.8560944,0,1.77899714,17.26283686,17.26283686,1.180180291,,,,
1971,179,17,92.18400192,0,1.026736467,15.00150024,15.00150024,0.718484817,,,,
1971,179,18,44.94175613,0,1.03343268,14.30786963,14.30786963,0.702648009,,,,
1971,179,19,70.69729424,0,2.316970967,13.77265176,13.77265176,0.458145956,,,,
1971,179,20,0,0,1.486984274,13.01561545,13.01561545,0.464676085,,,,
1971,179,21,0,0,0.833494466,11.60138989,11.60138989,0.429901818,,,,
1971,179,22,0,0,0.391984872,8.79615338,8.79615338,0.271889248,,,,
1971,179,23,0,0,0.033568447,5.817641219,5.817641219,0.169404733,,,,
1971,180,0,0,0,0.654703535,5.126377932,5.126377932,0.299919327,,,,
1971,180,1,0,0,0.772298421,5.368959702,5.368959702,0.336474712,,,,
1971,180,2,0,0,0.676095039,4.87600867,4.87600867,0.377172161,,,,
1971,180,3,0,0,2.544314504,7.177193443,7.177193443,0.40345758,,,,
1971,180,4,0,0,2.102077309,6.775573057,6.775573057,0.635422275,,,,
1971,180,5,0,0,1.753176364,9.616432614,9.616432614,0.67264599,,,,
1971,180,6,88.45369391,0,1.985201858,9.287735218,9.287735218,0.575752342,,,,
1971,180,7,254.8974717,0,1.507112132,14.96157852,14.96157852,1.002928588,,,,
1971,180,8,445.6737765,0,1.372403664,17.80991854,17.80991854,1.189894826,,,,
1971,180,9,635.9082625,0,1.542269677,21.74387994,21.74387994,1.917651781,,,,
1971,180,10,749.4425049,0,1.463727004,24.19857908,24.19857908,2.468578862,,,,
1971,180,11,183.4735641,0,0.912631253,22.79191896,22.79191896,2.098814404,,,,
1971,180,12,786.5638123,0,0.714437198,22.50549637,22.50549637,1.886209963,,,,
1971,180,13,815.1460571,0,1.06692138,23.24428583,23.24428583,2.46877235,,,,
1971,180,14,881.0408936,0,4.51397561,23.07284948,23.07284948,2.440865903,,,,
1971,180,15,805.5226194,0,3.563065402,21.02650917,21.02650917,1.886078993,,,,
1971,180,16,455.2345734,0,2.641077195,18.97301168,18.97301168,1.658339942,,,,
1971,180,17,181.459877,0,3.013726835,20.79218783,20.79218783,1.991399545,,,,
1971,180,18,47.22744715,0,1.740209573,19.61748899,19.61748899,1.797862344,,,,
1971,180,19,100.9245052,0,1.005615874,20.12956872,20.12956872,1.865070828,,,,
1971,180,20,0,0,1.004499845,16.27817354,16.27817354,1.451306091,,,,
1971,180,21,0,0,0.688375932,14.35285619,14.35285619,1.332425947,,,,
1971,180,22,0,0,4.068510053,8.051935238,8.051935238,0.842892783,,,,
1971,180,23,0,0,3.25907836,7.733963386,7.733963386,0.717212521,,,,
1971,181,0,0,0,2.622141898,5.924207158,5.924207158,0.929214282,,,,
1971,181,1,0,0,1.969044061,5.086949733,5.086949733,0.834353313,,,,
1971,181,2,0,0,1.351119468,1.052916477,1.052916477,0.658221603,,,,
1971,181,3,0,0,1.143113691,1.414148372,1.414148372,0.675598442,,,,
1971,181,4,0,0,2.491684585,5.715923433,5.715923433,0.749704148,,,,
1971,181,5,0,0,2.144420686,8.974391708,8.974391708,0.412650651,,,,
1971,181,6,59.4288044,0,2.255785576,13.8025331,13.8025331,0.679305586,,,,
1971,181,7,211.3352509,0,3.388608301,21.56550752,21.56550752,1.739170481,,,,
1971,181,8,294.5027008,0,2.9577377,27.08440468,27.08440468,3.193802799,,,,
1971,181,9,453.0481567,0,2.368284815,30.51994293,30.51994293,4.370257989,,,,
1971,181,10,738.2324219,0,2.077513501,31.60818879,31.60818879,4.649507824,,,,
1971,181,11,922.2236938,0,2.216993586,33.65440413,33.65440413,5.216755685,,,,
1971,181,12,1068.313171,0,2.107728795,30.79334745,30.79334745,4.439006964,,,,
1971,181,13,713.0774536,0,1.872872884,24.98715232,24.98715232,2.76133789,,,,
1971,181,14,807.0607605,0,2.876451816,21.29870875,21.29870875,1.848558694,,,,
1971,181,15,796.5441734,0,3.212147742,21.51063189,21.51063189,1.77209932,,,,
1971,181,16,642.4303084,0,3.532294921,19.85020632,19.85020632,1.462774438,,,,
1971,181,17,460.3699192,0,3.652559352,17.26422645,17.26422645,1.142981236,,,,
1971,181,18,108.698967,0,2.549299918,12.83660414,12.83660414,0.759334551,,,,
1971,181,19,35.7078042,0,1.937148372,10.14312964,10.14312964,0.616867154,,,,
1971,181,20,0,0,1.029805626,10.34894755,10.34894755,0.731581133,,,,
1971,181,21,0,0,0.763043024,7.64769591,7.64769591,0.574810072,,,,
1971,181,22,0,0,2.116663877,5.567458077,5.567458077,0.495581437,,,,
1971,181,23,0,0,6.05208878,7.782799506,7.782799506,0.52763137,,,,
1971,182,0,0,0,8.920979687,6.229566067,6.229566067,0.450078939,,,,
1971,182,1,0,0,6.882087821,6.034457949,6.034457949,0.560664309,,,,
1971,182,2,0,0,5.351792479,11.70329694,11.70329694,0.518625887,,,,
1971,182,3,0,0,4.007149859,9.388616197,9.388616197,0.37317937,,,,
1971,182,4,0,0,2.913462254,11.71749887,11.71749887,0.682466307,,,,
1971,182,5,0,0,2.312683577,13.83845834,13.83845834,0.787088243,,,,
1971,182,6,85.69592929,0,5.259211584,18.65244097,18.65244097,1.295863165,,,,
1971,182,7,259.1150553,0,4.899227693,21.91661021,21.91661021,2.187688358,,,,
1971,182,8,144.2280312,0,3.758846627,25.47175043,25.47175043,3.021238105,,,,
1971,182,9,652.7949371,0,3.345305689,29.67955977,29.67955977,4.1646994,,,,
1971,182,10,888.0331134,0,3.368865015,29.37998921,29.37998921,4.093484694,,,,
1971,182,11,618.1201782,0,2.740399817,29.43974387,29.43974387,4.021636315,,,,
1971,182,12,245.6483459,0,1.558816986,29.71860504,29.71860504,4.025344645,,,,
1971,182,13,396.4935303,0,0.964257165,27.52175357,27.52175357,3.320719471,,,,
1971,182,14,439.9073792,0,0.720513966,23.72382233,23.72382233,2.382453638,,,,
1971,182,15,759.6715088,0,2.829843278,21.80081262,21.80081262,1.934488733,,,,
1971,182,16,647.7880249,0,2.269653394,20.07175773,20.07175773,1.807025561,,,,
1971,182,17,450.9645081,0,1.614327025,20.34915757,20.34915757,1.795881748,,,,
1971,182,18,270.6183624,0,1.163329245,22.74519881,22.74519881,2.187025372,,,,
1971,182,19,97.70447812,0,0.334347259,18.50118251,18.50118251,1.506972012,,,,
1971,182,20,0,0,0.01,15.58107838,15.58107838,1.16039076,,,,
1971,182,21,0,0,0.01,14.56841237,14.56841237,0.954782572,,,,
1971,182,22,0,0,0.671776077,15.68337262,15.68337262,0.82236309,,,,
1971,182,23,0,0,1.9229257,14.39345837,14.39345837,0.723905598,,,,
1971,183,0,0,0,1.900466748,14.60330376,14.60330376,0.628801608,,,,
1971,183,1,0,0,1.201434629,14.38167809,14.38167809,0.404033348,,,,
1971,183,2,0,0,2.448810151,15.52566856,15.52566856,0.582138814,,,,
1971,183,3,0,0,2.940826107,12.3287472,12.3287472,0.363921028,,,,
1971,183,4,0,0,3.860274986,9.562938012,9.562938012,0.338277556,,,,
1971,183,5,0,0,2.860076177,11.88953587,11.88953587,0.559146386,,,,
1971,183,6,15.00599812,0,2.867445288,14.10577229,14.10577229,0.763071896,,,,
1971,183,7,42.83759797,0,2.401557964,14.7739667,14.7739667,1.022075726,,,,
1971,183,8,67.20594937,0,1.646143419,17.96080289,17.96080289,1.410401137,,,,
1971,183,9,323.2276917,0,1.595929377,19.8524097,19.8524097,1.586064983,,,,
1971,183,10,709.9400024,0,1.946377499,20.25854287,20.25854287,1.608105659,,,,
1971,183,11,116.6125422,0.257419268,3.818929634,18.10655881,18.10655881,1.252770953,,,,
1971,183,12,122.2538481,0.386128902,8.744302319,15.55072383,15.55072383,0.879224913,,,,
1971,183,13,124.0733749,0,6.542175044,13.66632226,13.66632226,0.998450618,,,,
1971,183,14,118.3590481,0.539751267,5.072626627,13.37795337,13.37795337,0.933894236,,,,
1971,183,15,107.806244,0,4.114435746,13.31156736,13.31156736,1.045063808,,,,
1971,183,16,91.14546967,4.540717065,3.451714794,12.73351149,12.73351149,0.979119136,,,,
1971,183,17,73.5319047,0,3.548248558,12.3587149,12.3587149,0.83089814,,,,
1971,183,18,112.0546265,0,2.586518344,8.696586653,8.696586653,0.572782408,,,,
1971,183,19,32.73611832,0,2.147438681,10.07319164,10.07319164,0.478160586,,,,
1971,183,20,0,2.854473869,2.153616397,7.759782082,7.759782082,0.668304468,,,,
1971,183,21,0,2.042322395,1.300490938,7.79679383,7.79679383,0.749561245,,,,
1971,183,22,0,3.187019804,2.367869252,10.52218088,10.52218088,0.967727112,,,,
1971,183,23,0,0,1.647326977,9.785143514,9.785143514,0.707995613,,,,
1971,184,0,0,0,0.961943148,9.511762247,9.511762247,0.747383963,,,,
1971,184,1,0,0,6.079810406,11.21016644,11.21016644,0.82895313,,,,
1971,184,2,0,0,4.786385838,10.09353427,10.09353427,0.827764014,,,,
1971,184,3,0,0,7.408136888,9.856390521,9.856390521,0.718238822,,,,
1971,184,4,0,4.396979383,6.654068999,7.112771471,7.112771471,0.363036297,,,,
1971,184,5,0,0,5.021093774,7.048199039,7.048199039,0.393935186,,,,
1971,184,6,15.60882568,13.54576337,5.795897392,9.851485383,9.851485383,0.834263984,,,,
1971,184,7,42.56054688,0.212521462,5.956439827,12.96885015,12.96885015,1.145267923,,,,
1971,184,8,83.35513496,0,5.45369851,15.28038197,15.28038197,1.141204346,,,,
1971,184,9,550.1337585,0,4.564115983,20.08057304,20.08057304,1.678502787,,,,
1971,184,10,788.2512241,0,7.172014001,18.94016916,18.94016916,1.481463732,,,,
1971,184,11,494.7870178,0,5.730174369,21.58276573,21.58276573,1.853175429,,,,
1971,184,12,941.7966614,0,4.937206274,19.67681715,19.67681715,1.300441644,,,,
1971,184,13,940.9566101,0,4.828477941,18.23548205,18.23548205,0.944250021,,,,
1971,184,14,884.3089714,0,4.150680136,18.01949407,18.01949407,0.829483718,,,,
1971,184,15,243.1430969,0,2.774574489,15.35436977,15.35436977,0.416647637,,,,
1971,184,16,214.4008408,0,2.177603283,15.2720323,15.2720323,0.549485026,,,,
1971,184,17,446.6915894,0,1.510243656,17.90611994,17.90611994,0.874095944,,,,
1971,184,18,261.2536947,0,4.247318101,17.35192056,17.35192056,0.967441646,,,,
1971,184,19,93.49437284,0,3.151530095,13.94155384,13.94155384,0.535847924,,,,
1971,184,20,0,0,2.064667372,10.58597291,10.58597291,0.391140988,,,,
1971,184,21,0,0,1.298124621,8.004963718,8.004963718,0.443599643,,,,
1971,184,22,0,0,0.860861043,12.55058543,12.55058543,0.814631049,,,,
1971,184,23,0,0,1.16756098,11.48928202,11.48928202,0.754201557,,,,
1971,185,0,0,0.826585045,0.561738508,13.72831699,13.72831699,0.81148674,,,,
1971,185,1,0,0.907135672,0.115260093,14.58402335,14.58402335,0.622982518,,,,
1971,185,2,0,3.084261286,1.196505649,15.42761496,15.42761496,0.906716875,,,,
1971,185,3,0,0,4.175671202,17.59088587,17.59088587,1.276095187,,,,
1971,185,4,0,0,3.271663328,15.69397,15.69397,0.906991742,,,,
1971,185,5,0,0,2.839171454,17.15527411,17.15527411,0.95866696,,,,
1971,185,6,58.05332756,0,2.390965994,23.26042138,23.26042138,1.910019092,,,,
1971,185,7,257.0247345,0,1.8122493,28.33406755,28.33406755,3.364042199,,,,
1971,185,8,510.2446148,0,1.5642602,31.94073159,31.94073159,4.73787419,,,,
1971,185,9,715.553506,0,1.483208063,32.59864697,32.59864697,4.917007231,,,,
1971,185,10,885.949503,0,1.41795985,33.57317195,33.57317195,5.193142471,,,,
1971,185,11,116.4003068,0,1.74966244,28.78971574,28.78971574,3.095202929,,,,
1971,185,12,124.5062908,0,0.681294229,28.95862828,28.95862828,3.282215795,,,,
1971,185,13,763.7301025,0,1.977539458,29.17523053,29.17523053,3.425316193,,,,
1971,185,14,539.480835,0,3.649067821,23.85060095,23.85060095,1.685713375,,,,
1971,185,15,168.8973465,0,2.614013956,20.67980396,20.67980396,1.075096191,,,,
1971,185,16,407.2262573,0,2.004134045,16.32102068,16.32102068,0.417978141,,,,
1971,185,17,440.9234619,0,1.464760214,15.54173959,15.54173959,0.256451688,,,,
1971,185,18,41.59896088,0.331739163,0.774223793,14.06039938,14.06039938,0.156152602,,,,
1971,185,19,16.32237124,0,0.38604664,14.57001232,14.57001232,0.482087293,,,,
1971,185,20,0,0,0.01,15.33647549,15.33647549,0.521676412,,,,
1971,185,21,0,0,0.01,13.45943986,13.45943986,0.28074252,,,,
1971,185,22,0,0,0.01,13.6580129,13.6580129,0.312424688,,,,
1971,185,23,0,0,1.182811984,11.52412541,11.52412541,0.232931178,,,,
1971,186,0,0,0,0.581371848,11.94292117,11.94292117,0.295485012,,,,
1971,186,1,0,0,3.075479715,13.69998027,13.69998027,0.345521284,,,,
1971,186,2,0,0,4.351352743,11.04397893,11.04397893,0,,,,
1971,186,3,0,0,3.778549843,11.35832048,11.35832048,0.250772603,,,,
1971,186,4,0,0,2.684226659,13.5459829,13.5459829,0.404646677,,,,
1971,186,5,0,0,2.619749457,14.14300991,14.14300991,0.448485915,,,,
1971,186,6,14.11623383,0,1.755722415,17.76713446,17.76713446,0.695419262,,,,
1971,186,7,40.30479082,0,1.16375779,22.47955996,22.47955996,1.693080917,,,,
1971,186,8,66.75968224,0,2.772722527,23.85073109,23.85073109,2.092958244,,,,
1971,186,9,380.8010559,0,2.650970783,30.96214507,30.96214507,4.306457791,,,,
1971,186,10,288.6381073,0,9.611519524,29.58682485,29.58682485,3.801238878,,,,
1971,186,11,691.7111206,0,8.013867266,30.28469156,30.28469156,4.091326254,,,,
1971,186,12,963.2645569,0,6.876310417,28.27171772,28.27171772,3.405679026,,,,
1971,186,13,902.6632996,0,5.794221056,29.56179323,29.56179323,3.756434112,,,,
1971,186,14,565.2200623,0,4.323177708,29.78776791,29.78776791,3.887620053,,,,
1971,186,15,490.9263763,0,3.308030584,28.90580295,28.90580295,3.672579624,,,,
1971,186,16,247.6584015,0,2.251491014,28.69932353,28.69932353,3.680682358,,,,
1971,186,17,216.256897,0,1.945978819,24.82801301,24.82801301,2.556330195,,,,
1971,186,18,249.0770721,0,3.572448341,20.87636786,20.87636786,1.554827868,,,,
1971,186,19,92.87363355,0,3.270339166,18.06042973,18.06042973,1.163616287,,,,
1971,186,20,0,0,2.861373102,15.66631637,15.66631637,0.935269238,,,,
1971,186,21,0,0,2.941465255,11.14401283,11.14401283,0.869203934,,,,
1971,186,22,0,0,2.280739731,9.801613626,9.801613626,0.759321005,,,,
1971,186,23,0,0,1.540151566,8.429637517,8.429637517,0.871151204,,,,
1971,187,0,0,0,1.880025909,6.876846802,6.876846802,0.837036167,,,,
1971,187,1,0,0,1.392825632,10.49821943,10.49821943,0.960231556,,,,
1971,187,2,0,0,2.198418725,8.984269503,8.984269503,1.073231923,,,,
1971,187,3,0,0,1.395471264,5.844407136,5.844407136,0.79511491,,,,
1971,187,4,0,0,0.754904702,5.270748129,5.270748129,0.887935492,,,,
1971,187,5,0,0,0.292323548,9.090433483,9.090433483,0.786009439,,,,
1971,187,6,84.87150383,0,0.290263701,18.2736906,18.2736906,1.611357703,,,,
1971,187,7,261.8137658,0,0.014928208,22.56378085,22.56378085,2.507477051,,,,
1971,187,8,507.6724548,0,0.218634836,27.70984174,27.70984174,3.715537577,,,,
1971,187,9,131.6936665,0,0.01,25.09601853,25.09601853,3.107373154,,,,
1971,187,10,124.4961247,0,3.782610593,25.91599582,25.91599582,3.343783992,,,,
1971,187,11,126.7034624,0,2.778286818,21.66234544,21.66234544,2.553180554,,,,
1971,187,12,1006.930237,0,3.613437641,21.62815501,21.62815501,2.474370441,,,,
1971,187,13,970.5849304,0,5.58108735,19.30270615,19.30270615,1.791355238,,,,
1971,187,14,806.8021545,0,4.750867213,21.45553918,21.45553918,1.667804111,,,,
1971,187,15,770.7515717,0,4.226392085,21.55179206,21.55179206,1.566345889,,,,
1971,187,16,614.7658997,0,3.306023455,18.04878212,18.04878212,0.948612473,,,,
1971,187,17,446.703949,0,3.321705028,18.80942765,18.80942765,1.016179575,,,,
1971,187,18,257.906691,0,9.055158295,19.53786893,19.53786893,1.224371565,,,,
1971,187,19,81.20012856,0,7.006426194,15.59502314,15.59502314,0.687691907,,,,
1971,187,20,0,0,6.588175156,10.89972453,10.89972453,0.467911193,,,,
1971,187,21,0,0,4.929846417,9.381089533,9.381089533,0.378994805,,,,
1971,187,22,0,0,4.673605363,8.443771306,8.443771306,0.202410573,,,,
1971,187,23,0,0,3.550155457,10.73155506,10.73155506,0.304306876,,,,
1971,188,0,0,0,3.535445898,11.47646407,11.47646407,0.322317203,,,,
1971,188,1,0,0,2.557009116,10.81875665,10.81875665,0.357181105,,,,
1971,188,2,0,0,2.407747947,11.24632919,11.24632919,0.301677652,,,,
1971,188,3,0,0,1.569936561,10.28380054,10.28380054,0.222319848,,,,
1971,188,4,0,0,0.965159486,10.200606,10.200606,0.462138978,,,,
1971,188,5,0,0,0.402601446,12.03793507,12.03793507,0.517926348,,,,
1971,188,6,58.37607098,0,0.908290883,16.27364155,16.27364155,1.133157221,,,,
1971,188,7,179.8607635,0,1.651534828,22.36042532,22.36042532,2.182936316,,,,
1971,188,8,138.9614716,0,1.282779627,23.86968854,23.86968854,2.49904004,,,,
1971,188,9,303.5238037,0,2.285190294,28.43669225,28.43669225,3.876112398,,,,
1971,188,10,338.209549,0,1.981413842,27.35018351,27.35018351,3.443087464,,,,
1971,188,11,310.5891113,0,1.408190185,24.45785478,24.45785478,2.634632744,,,,
1971,188,12,819.4305725,0,2.691518056,22.72015323,22.72015323,2.236662311,,,,
1971,188,13,444.6500702,0,2.347717662,20.09606078,20.09606078,1.614903025,,,,
1971,188,14,117.1863948,0.464378794,1.647651953,19.76006269,19.76006269,1.534918394,,,,
1971,188,15,107.1017915,0.761705686,0.677383264,17.33703608,17.33703608,1.441094727,,,,
1971,188,16,90.38892151,0,0.17851411,15.32532411,15.32532411,1.19145707,,,,
